"","protease R","protease p","protease sig","phenoloxydase R","phenoloxydase p","phenoloxydase sig","peroxydase R","peroxydase p","peroxydase sig","cellulase2phenolxydase R","cellulase2phenolxydase p","cellulase2phenolxydase sig","cellulase2peroxydase R","cellulase2peroxydase p","cellulase2peroxydase sig","protase2phenoloxydase R","protase2phenoloxydase p","protase2phenoloxydase sig","protease2peroxydase R","protease2peroxydase p","protease2peroxydase sig","aa_conc R","aa_conc p","aa_conc sig","g_prot_depoly R","g_prot_depoly p","g_prot_depoly sig","g_aa_immo R","g_aa_immo p","g_aa_immo sig","g_p_immo R","g_p_immo p","g_p_immo sig","g_glucan_depoly R","g_glucan_depoly p","g_glucan_depoly sig","net_glucan_depoly R","net_glucan_depoly p","net_glucan_depoly sig","g_glucose_consumption R","g_glucose_consumption p","g_glucose_consumption sig","glucose_conc R","glucose_conc p","glucose_conc sig","N.Pmic R","N.Pmic p","N.Pmic sig","total.PFLA.content R","total.PFLA.content p","total.PFLA.content sig","identified.PLFA.content R","identified.PLFA.content p","identified.PLFA.content sig","approx..Fungal.Biomass R","approx..Fungal.Biomass p","approx..Fungal.Biomass sig","main.fungal.marker.18.2.9.12.c R","main.fungal.marker.18.2.9.12.c p","main.fungal.marker.18.2.9.12.c sig","al R","al p","al sig","ar R","ar p","ar sig","bf R","bf p","bf sig","c.cp R","c.cp p","c.cp sig","c.f R","c.f p","c.f sig","f.f R","f.f p","f.f sig","f.fp R","f.fp p","f.fp sig","g R","g p","g sig","ind R","ind p","ind sig","o R","o p","o sig","unk R","unk p","unk sig","al.1 R","al.1 p","al.1 sig","C R","C p","C sig","Cut R","Cut p","Cut sig","L R","L p","L sig","cellulose R","cellulose p","cellulose sig","llignin_extr R","llignin_extr p","llignin_extr sig","starch R","starch p","starch sig","C_lit R","C_lit p","C_lit sig","N_lit R","N_lit p","N_lit sig","NO3.concentration R","NO3.concentration p","NO3.concentration sig","PO4.concentration R","PO4.concentration p","PO4.concentration sig","DOC R","DOC p","DOC sig","TN R","TN p","TN sig","DON R","DON p","DON sig","MN.litter R","MN.litter p","MN.litter sig","ZN.litter R","ZN.litter p","ZN.litter sig","corr...60. R","corr...60. p","corr...60. sig","recidx R","recidx p","recidx sig","L_PH R","L_PH p","L_PH sig"
"L","0.335694954355804","0.0366840211819024","*","0.461361872962149","0.00311440206757863","**","0.556273781151492","0.000235882485794869","***","0.170584107863029","0.299143545664396","n.s.","0.0364189837286705","0.825785779018917","n.s.","-0.319016672771397","0.047759561968685","*","-0.423979877040393","0.00714940821277759","**","0.435383236234894","0.00560224635926487","**","0.393493571401406","0.013200770529842","*","0.366206150943278","0.021857001574124","*","0.108759600336254","0.527775719564722","n.s.","0.0955733638354933","0.568147265125219","n.s.","0.00231060611069497","0.989015291309713","n.s.","0.0689389272344184","0.676668945774797","n.s.","0.0471865414187235","0.775451703678457","n.s.","0.480792382343934","0.00194717278381074","**","-0.0762745215747398","0.649004848123297","n.s.","-0.0762538123659069","0.649094008664715","n.s.","-0.141453472297675","0.396927888887867","n.s.","-0.141453534071611","0.396927680603911","n.s.","-0.304933428419429","0.0590819020673428",".","0.105573752438807","0.522401195715134","n.s.","-0.794747627631415","1.5303476745303e-09","***","0.389189881161273","0.0143322459356121","*","-0.122990410295613","0.455713281283045","n.s.","-0.129653711659808","0.431473576093234","n.s.","0.311143528524181","0.0538511400993169",".","0.970483645867546","0","***","-0.331382523185287","0.0393235724041458","*","0.0181149157113025","0.912840967660336","n.s.","0.120889867960278","0.463504018484747","n.s.","-0.412123280336689","0.00913459657000718","**","0.158159313205908","0.336230511557197","n.s.","0.389490408389922","0.0142506571947894","*","1","0","***","-0.57697290251504","0.000149455131330163","***","-0.661272850580128","6.19366080168202e-06","***","0.28940074465467","0.102353507878489","n.s.","-0.513549263102802","0.000826895925918322","***","0.200975291060412","0.219890379239681","n.s.","0.214557567306457","0.189637098016659","n.s.","0.606333987145336","4.29090235345431e-05","***","0.224532406095212","0.169378615382864","n.s.","0.186791931826629","0.254862313245471","n.s.","-0.456359812439333","0.0034994917435993","**","0.484131679956428","0.00179120088316265","**","0.423326795767273","0.00724817631870955","**","-0.162317146446765","0.3235165848559","n.s.","0.0244552786663248","0.882519388418843","n.s.","-0.0578963163592227","0.726269157871578","n.s."
"cellulose","-0.528493019572145","0.000647831874762093","***","-0.66712770405907","4.78317892670758e-06","***","-0.706689958901329","7.1022397376549e-07","***","0.085240847021347","0.610868182446982","n.s.","0.11664398161642","0.485547213855296","n.s.","0.338949212786738","0.0373704070395227","*","0.453112761066989","0.00427990677762446","**","-0.367201693109797","0.0233387684703879","*","-0.38839376281431","0.0159659836988968","*","-0.425428779086844","0.00775048389631754","**","-0.08604398454681","0.623094662132072","n.s.","-0.256133510327375","0.12597248776208","n.s.","0.00950584066615804","0.95547057047324","n.s.","-0.196569519803398","0.236872233520315","n.s.","-0.0589963162890199","0.724961465269864","n.s.","-0.565890579933549","0.000213236962178054","***","0.0533150785772444","0.753980547793923","n.s.","0.0555851915835319","0.743849833723509","n.s.","0.179412569720877","0.288000426432736","n.s.","0.179412600284687","0.288000342944565","n.s.","0.0785070552887427","0.639421460445005","n.s.","-0.474227414172046","0.00263081779452049","**","0.718630614068919","3.75314888723111e-07","***","-0.477045083538245","0.00245964996394247","**","0.301998203288571","0.065366434165232",".","0.247148752947984","0.13466641209924","n.s.","-0.552238064473398","0.000324823587082613","***","-0.597556163338055","7.4582590964705e-05","***","-0.120060572968376","0.472767591785661","n.s.","0.280484639669951","0.0880649354722767",".","0.150000827633763","0.368717034935363","n.s.","0.277927738770375","0.0911238991190821",".","-0.0311398392411805","0.852765266995825","n.s.","-0.677429738963329","2.99321823078645e-06","***","-0.57697290251504","0.000149455131330163","***","1","0","***","0.800929328700242","1.5562182653639e-09","***","-0.181659568923477","0.319713004226744","n.s.","0.376083576843288","0.0199626016104995","*","-0.533664090766507","0.00055981214569366","***","-0.387514694137","0.0162270825552445","*","-0.657995774797459","7.1401764999428e-06","***","-0.413907615694059","0.00978670767663974","**","-0.346104591413439","0.0332924635363589","*","0.483514451643","0.00210307283927524","**","-0.579162832577533","0.000139107678391519","***","-0.481673630997806","0.0021995941975179","**","0.264896158577598","0.108001420168157","n.s.","0.15621903573811","0.3489656677297","n.s.","0.389974176136918","0.0155054640107695","*"
"llignin_extr","-0.509042144321768","0.00109950489600847","**","-0.545676561645099","0.000395120284002682","***","-0.63005739016877","2.24646784662418e-05","***","-0.162685045376568","0.329124481248765","n.s.","-0.056935507783815","0.734214028183252","n.s.","0.306098387436938","0.0616189300681922",".","0.439001323974844","0.00582789126765282","**","-0.328041194992523","0.0443620540066816","*","-0.352116189318264","0.0301549554195892","*","-0.547058108610843","0.000379280424913481","***","-0.245995213794666","0.154310267981635","n.s.","-0.295726089308038","0.075555407916419",".","0.118843464104424","0.483568983494541","n.s.","-0.204475196283397","0.218164110014342","n.s.","-0.134236861757704","0.421688424337521","n.s.","-0.543068632226585","0.000426641174933874","***","0.0320390112532756","0.850684678543594","n.s.","0.0396079906624739","0.815957074803246","n.s.","0.133048334268414","0.432439695877361","n.s.","0.133048374078316","0.432439556921046","n.s.","0.284148432055998","0.0838206789852431",".","-0.324489252562987","0.0468543235526883","*","0.71641731125284","4.23438300201084e-07","***","-0.458856966093842","0.00376045089998185","**","0.146939806967659","0.378679642257431","n.s.","0.0820515712439704","0.624324455951061","n.s.","-0.504125800501158","0.00125066287863182","**","-0.703546855141948","8.35723567233515e-07","***","0.154940790854626","0.352972348961503","n.s.","0.0670609906011736","0.689132082475562","n.s.","-0.00870649293108207","0.958625525231778","n.s.","0.47142137005253","0.00281154693873908","**","-0.272168428534254","0.0983132550500684",".","-0.533131774702823","0.000568352467559917","***","-0.661272850580128","6.19366080168202e-06","***","0.800929328700242","1.5562182653639e-09","***","1","0","***","-0.406981385067576","0.0207927729629435","*","0.532100200167903","0.00058523390875953","***","-0.330283333879281","0.0428447535837411","*","-0.204799886698769","0.217418158757845","n.s.","-0.783297807333983","6.13026101653878e-09","***","-0.321138440536133","0.0493076901857301","*","-0.261731208244495","0.112436960032349","n.s.","0.339590979267975","0.0369887968235225","*","-0.461998454345573","0.0035002703807693","**","-0.506312666082719","0.00118129620139821","**","0.117570557931114","0.482063803936796","n.s.","0.0289271635235539","0.863124510646455","n.s.","0.495931824441034","0.00154365812157864","**"
"starch","-0.0515382061732168","0.775768283135459","n.s.","-0.04748295113342","0.793013704240237","n.s.","-0.0598138984194103","0.740907293706047","n.s.","0.481938957124041","0.00451167643139749","**","0.467781396956297","0.00604952135871395","**","-0.0681842927012645","0.706154767316986","n.s.","-0.0904001749988374","0.616855256868176","n.s.","-0.171682098544934","0.339411134514514","n.s.","-0.321564175124138","0.0680269192958111",".","-0.00464752002032866","0.979521644786484","n.s.","0.0143995963610744","0.938716846972752","n.s.","0.095436867713944","0.603355160256423","n.s.","-0.0730453731344916","0.691147216709303","n.s.","0.0273195991666581","0.8800421439902","n.s.","0.055114862074224","0.760644623041679","n.s.","-0.0905642964314418","0.616213284619886","n.s.","0.258168000488662","0.153686309452423","n.s.","0.255058077297239","0.158879894939643","n.s.","0.285648800949322","0.113010022544593","n.s.","0.285648764244277","0.113010070860023","n.s.","-0.430653244223391","0.0123550500933956","*","-0.214731150414058","0.230126377281912","n.s.","-0.203557935496357","0.255869175763687","n.s.","0.0181193658157792","0.920278888037388","n.s.","0.374467780194314","0.031791825143499","*","0.378454393453122","0.0298760011855139","*","-0.0132122087047311","0.94182609093497","n.s.","0.399653003936366","0.0212072729416786","*","-0.571690236054161","0.000510006486759108","***","0.428261673080269","0.0129033025814846","*","0.214729942521115","0.230129061872768","n.s.","-0.489674208628632","0.00382352717603609","**","0.632602502798221","7.81481169898068e-05","***","-0.100057781053881","0.579565997027588","n.s.","0.28940074465467","0.102353507878489","n.s.","-0.181659568923477","0.319713004226744","n.s.","-0.406981385067576","0.0207927729629435","*","1","0","***","-0.432917850939802","0.0118541077802868","*","-0.28611085399875","0.106493645996114","n.s.","-0.316334433245492","0.0728914579620245",".","0.387376627352356","0.0259286581067648","*","-0.173163899758734","0.335195590380488","n.s.","-0.183703024723708","0.306144652185048","n.s.","0.161625967500447","0.368866555718349","n.s.","-0.0844400533109256","0.640354240251055","n.s.","0.0556342514133599","0.75845548677874","n.s.","0.0643933742957379","0.721826766697332","n.s.","0.228476233334838","0.200938090179614","n.s.","-0.557449689121823","0.000751276834976297","***"
"C_lit","-0.165693195064688","0.313417345551214","n.s.","-0.11620253907826","0.481142480846558","n.s.","-0.101862727123266","0.537205695509762","n.s.","-0.280680328802972","0.0834869971756664",".","-0.265339004454236","0.102565418612145","n.s.","0.153394698124646","0.351173191936884","n.s.","0.174008039085908","0.289402677502228","n.s.","0.0107455979865229","0.948233954326987","n.s.","0.094008415308667","0.569190256004358","n.s.","-0.0833419723538222","0.613969259954549","n.s.","-0.0452488723580779","0.793286049742124","n.s.","-0.235388657888013","0.154840298518548","n.s.","0.0995864947246873","0.551932319042416","n.s.","-0.193655055380579","0.237503274824085","n.s.","-0.115853621419749","0.482469317970612","n.s.","-0.208055388335711","0.203730682505451","n.s.","-0.153709295350437","0.356858729996216","n.s.","-0.147120450981974","0.378087339001923","n.s.","-0.16965862759971","0.308527966897517","n.s.","-0.169658632914199","0.308527951519299","n.s.","0.287120047583244","0.076352518943355",".","0.0470359685530259","0.77614988222312","n.s.","0.381299663000354","0.0166200505430416","*","-0.225278608990969","0.167928289022231","n.s.","-0.0877350982806402","0.595345917108022","n.s.","-0.145572273428965","0.376564467998733","n.s.","-0.196763365806251","0.229911305412753","n.s.","-0.517561397934295","0.000740117058440576","***","0.462228088747147","0.00305161988282232","**","-0.0882520349720214","0.59317087283053","n.s.","-0.212943267067333","0.193070020728828","n.s.","0.470619297688506","0.00249842617253915","**","-0.392605267352566","0.0134278976172968","*","-0.207215902349835","0.205602163725015","n.s.","-0.513549263102802","0.000826895925918322","***","0.376083576843288","0.0199626016104995","*","0.532100200167903","0.00058523390875953","***","-0.432917850939802","0.0118541077802868","*","1","0","***","0.158564846656955","0.334977076062372","n.s.","0.157193615836557","0.339226949281942","n.s.","-0.529431826079957","0.000528835754553345","***","-0.0751208966033466","0.64946205092913","n.s.","-0.0296627050743465","0.857736812757045","n.s.","-0.0345660157769487","0.834523387839588","n.s.","-0.192981562055726","0.239170384066947","n.s.","-0.304312238274539","0.059626626153315",".","0.0327246506092307","0.843225734934218","n.s.","-0.018657181431621","0.910242309324937","n.s.","0.450971957487702","0.00396011793312478","**"
"N_lit","0.0501429105781245","0.761779454814542","n.s.","0.77560945638469","6.67841382195888e-09","***","0.7811602756829","4.42229075581224e-09","***","0.0514621925257213","0.755700864399758","n.s.","0.0466392809347039","0.77799007855095","n.s.","-0.61131680757577","3.56406879668114e-05","***","-0.657802355065015","5.35429893136378e-06","***","0.712615045157153","3.59847210917863e-07","***","0.363748262121169","0.0228279463919818","*","0.38347812689762","0.0159596355527949","*","0.265342916537772","0.117804393293992","n.s.","0.47069609630222","0.00285998848379809","**","-0.40959373628213","0.0106585752781513","*","0.500788157323407","0.00116612554135398","**","0.488308652149158","0.00161166330056206","**","0.512491757194907","0.00085122474502497","***","0.194823064053509","0.241147174212872","n.s.","0.198231014133689","0.232853147498292","n.s.","-0.0180204696054242","0.914484822622148","n.s.","-0.0180205136878959","0.914484614200047","n.s.","0.655773932549269","5.85535631625334e-06","***","0.819172559169601","1.83350223892376e-10","***","-0.624380896981493","2.15771567763915e-05","***","0.696437466630383","8.49024235360929e-07","***","-0.795813158525034","1.40346939908926e-09","***","-0.7878608913836","2.64572079668634e-09","***","0.726680997262","1.62522669544529e-07","***","0.147566784115926","0.369989525171533","n.s.","0.789427127307933","2.34015384847908e-09","***","-0.36547301770556","0.0221429388768959","*","-0.689384833631998","1.21332562316501e-06","***","0.362404391089621","0.0233738326310948","*","-0.651948039668923","6.9191065759746e-06","***","0.858012950399363","2.96140889588514e-12","***","0.200975291060412","0.219890379239681","n.s.","-0.533664090766507","0.00055981214569366","***","-0.330283333879281","0.0428447535837411","*","-0.28611085399875","0.106493645996114","n.s.","0.158564846656955","0.334977076062372","n.s.","1","0","***","0.551543054247647","0.000273308900450742","***","0.345546255547261","0.0311942519613866","*","0.686072477657818","1.42996096208492e-06","***","0.658759389968271","5.13182014971747e-06","***","-0.46545561771004","0.00282732552224381","**","0.759588575287798","2.06192003471273e-08","***","0.546568103694","0.00031834056730129","***","-0.0218227271237315","0.895091525655296","n.s.","-0.627677337359841","1.89421100109443e-05","***","0.145961506756371","0.375275955753707","n.s."
"NO3.concentration","0.227692465951161","0.163297962064183","n.s.","0.504155648065765","0.00106637156036715","**","0.553657342955502","0.000255969018968072","***","-0.313522731230958","0.0519481483493534",".","-0.338551963796087","0.0350163510677212","*","-0.360125797932709","0.0243242128165502","*","-0.457974395819667","0.00337088759200378","**","0.640463579218635","1.12649024477385e-05","***","0.672086783629475","2.79682754267263e-06","***","0.327006822428397","0.0421577990664257","*","-0.00117805890400722","0.994559354493126","n.s.","0.0490645964218606","0.769883602211073","n.s.","0.0667363759956938","0.690562054199841","n.s.","0.0411949136894996","0.803362621952163","n.s.","0.0784125451405467","0.635153568256926","n.s.","0.58362768600555","9.62271825948324e-05","***","-0.31189249266284","0.0566158179637545",".","-0.296236143661789","0.0709343830834542",".","-0.460430138275707","0.00362813007138164","**","-0.460430195166972","0.00362812536046843","**","0.253886537013348","0.118851206820382","n.s.","0.563874107726254","0.000185314627949351","***","-0.39621021633938","0.0125262595655069","*","0.522675943445011","0.000641291872205629","***","-0.615557633230387","3.03572766985129e-05","***","-0.624922377881041","2.11225826169016e-05","***","0.445672827828714","0.00446374541844219","**","0.213678097524988","0.191501964932553","n.s.","0.433335900044051","0.00585651409643595","**","-0.432716874652403","0.00593533027985626","**","-0.544929911767592","0.000334562895022568","***","-0.0136487215518256","0.934275533018663","n.s.","-0.544908406010229","0.000334780697115895","***","0.569594009683014","0.000153941088453013","***","0.214557567306457","0.189637098016659","n.s.","-0.387514694137","0.0162270825552445","*","-0.204799886698769","0.217418158757845","n.s.","-0.316334433245492","0.0728914579620245",".","0.157193615836557","0.339226949281942","n.s.","0.551543054247647","0.000273308900450742","***","1","0","***","0.00103918329579943","0.994990478099373","n.s.","0.283784292990747","0.0799861614716009",".","0.374679565426326","0.0187697593539971","*","-0.726791400441584","1.61480998020072e-07","***","0.549108008120371","0.000294580769572228","***","0.228934363846469","0.160951999181359","n.s.","-0.310743454013932","0.0541765473439611",".","-0.478388662848976","0.00206672307852318","**","0.365353515596679","0.0221898414682966","*"
"PO4.concentration","0.302641600119449","0.0611114462453799",".","0.446816251428781","0.00435060516334129","**","0.546325823756188","0.000320694420687051","***","0.376222982380657","0.0182488048800957","*","0.221524790179708","0.175315552196544","n.s.","-0.275342138373753","0.0897845943587855",".","-0.3304704016022","0.0399012026006274","*","0.277722696743279","0.0869323705872758",".","0.027392735237147","0.86852469032667","n.s.","0.408012897782452","0.0099249049285215","**","0.285205065773017","0.0917841782834872",".","0.501279084269721","0.00134633907076576","**","-0.246333146710665","0.135999340055086","n.s.","0.43779211296439","0.00531534964677816","**","0.307573423102838","0.0568109037059485",".","0.309743580233412","0.0549966920486167",".","0.297526296147862","0.0696564431329061",".","0.285063792223333","0.0827854716135832",".","0.157030821534825","0.346435534597664","n.s.","0.157030740870245","0.346435785451842","n.s.","-0.17195324124417","0.295223577187162","n.s.","0.200991260211723","0.219852967043068","n.s.","-0.675350922518058","2.3991733879429e-06","***","0.326220989676773","0.0426839257495195","*","0.00459776194933931","0.97783846755407","n.s.","0.0481814543073019","0.770842873507291","n.s.","0.393298347909637","0.0132504053412021","*","0.629381270992803","1.76983849244916e-05","***","-0.0809688991023816","0.624130435710898","n.s.","0.108229416723781","0.511931767193051","n.s.","0.139822555251115","0.395901544845884","n.s.","-0.252204001309249","0.121398868856414","n.s.","0.353440986541829","0.0272993405144513","*","0.458373715253931","0.00333972463506016","**","0.606333987145336","4.29090235345431e-05","***","-0.657995774797459","7.1401764999428e-06","***","-0.783297807333983","6.13026101653878e-09","***","0.387376627352356","0.0259286581067648","*","-0.529431826079957","0.000528835754553345","***","0.345546255547261","0.0311942519613866","*","0.00103918329579943","0.994990478099373","n.s.","1","0","***","0.542774054846359","0.000357039511551749","***","0.437813095712869","0.00531290756105718","**","-0.0291275978446816","0.860277654171959","n.s.","0.387462978546181","0.0148087684074607","*","0.509128715656752","0.000932877284608224","***","-0.00578362212828348","0.972124540676847","n.s.","0.0740564857767026","0.6541159209222","n.s.","-0.650781543115014","7.27701742546576e-06","***"
"DOC","0.20849846390955","0.202747733573911","n.s.","0.578957169201892","0.000112783162094399","***","0.635829428126728","1.36366615877126e-05","***","0.373017627497094","0.0193446028222408","*","0.252326831355599","0.121211507965281","n.s.","-0.370987857203707","0.0200666066339046","*","-0.362489290136488","0.0233390278312476","*","0.643319937495878","9.9975610092784e-06","***","0.00499745275439747","0.975912468898983","n.s.","0.392706525447777","0.0134018413091743","*","0.383624516411655","0.020906194749521","*","0.498649335438903","0.00144040636113307","**","-0.313483802301722","0.0552999979955377",".","0.489699751450311","0.00155549878705852","**","0.419558265869502","0.00784133721962221","**","0.106317436903107","0.519458771546047","n.s.","0.507697667472657","0.00113914472146792","**","0.492674646172068","0.00167596716422458","**","0.301193786666915","0.066122339633397",".","0.301193824143089","0.0661223042573353",".","0.538491746963288","0.00040573911528341","***","0.554736626512928","0.00024750424153086","***","-0.558944085453895","0.000216854524620533","***","0.461032602724869","0.00313856148768799","**","-0.460030413049238","0.00321310518154642","**","-0.433372252769915","0.005851913800145","**","0.492778898823282","0.00143728233096652","**","0.206740684867924","0.206666867257248","n.s.","0.568412692363227","0.000159997336492745","***","-0.0213497097308605","0.897353260032991","n.s.","-0.37434510165304","0.0188842804931717","*","0.438366654855323","0.00524883117108876","**","-0.295576425935561","0.0677182107178932",".","0.63483707236639","1.4200414957477e-05","***","0.224532406095212","0.169378615382864","n.s.","-0.413907615694059","0.00978670767663974","**","-0.321138440536133","0.0493076901857301","*","-0.173163899758734","0.335195590380488","n.s.","-0.0751208966033466","0.64946205092913","n.s.","0.686072477657818","1.42996096208492e-06","***","0.283784292990747","0.0799861614716009",".","0.542774054846359","0.000357039511551749","***","1","0","***","0.97475009642389","0","***","0.0327804798275968","0.842961608960409","n.s.","0.525986685410303","0.000583766261807783","***","0.501251129257063","0.00115193871408481","**","0.256396388194933","0.115125800019805","n.s.","-0.385940720826776","0.0152398519576998","*","-0.164445425648519","0.317126538233649","n.s."
"TN","0.20642434398213","0.207377738789151","n.s.","0.557098127331947","0.000229854200078705","***","0.613199432021601","3.31998413090062e-05","***","0.372837484072074","0.0194077885222574","*","0.246621906914332","0.130144733785889","n.s.","-0.389250974941508","0.0143156279647788","*","-0.382822702483874","0.0161559639003328","*","0.698870482383104","7.48872567957193e-07","***","0.057931263092438","0.726110310647493","n.s.","0.377434349290592","0.0178484765530538","*","0.362931956382331","0.0295906639372983","*","0.47107869398086","0.00283434440440056","**","-0.314403326348109","0.0545508601647584",".","0.469702447721344","0.00255424958340678","**","0.443530289240076","0.00468263960316206","**","0.116567857348341","0.479755320665783","n.s.","0.464179557167631","0.00332898414173433","**","0.450648672924223","0.00452115724415347","**","0.258342805654329","0.117336630701848","n.s.","0.258342870413899","0.11733653555011","n.s.","0.557326425134785","0.000228209379291355","***","0.576507327527678","0.000122459361588501","***","-0.523167600475107","0.000632441788148086","***","0.507008370836482","0.000987863383487886","***","-0.511025039626576","0.000886020288351259","***","-0.495592874719329","0.00133626081612608","**","0.493229842032589","0.00142065306809136","**","0.182195807632225","0.266948845044878","n.s.","0.574264891725613","0.000131966964369346","***","-0.00617750093950053","0.970226971845596","n.s.","-0.467012011573967","0.00272441911346012","**","0.414181958015462","0.00875943950143565","**","-0.352653613087823","0.0276687735165223","*","0.627236723881835","1.92764374911114e-05","***","0.186791931826629","0.254862313245471","n.s.","-0.346104591413439","0.0332924635363589","*","-0.261731208244495","0.112436960032349","n.s.","-0.183703024723708","0.306144652185048","n.s.","-0.0296627050743465","0.857736812757045","n.s.","0.658759389968271","5.13182014971747e-06","***","0.374679565426326","0.0187697593539971","*","0.437813095712869","0.00531290756105718","**","0.97475009642389","0","***","1","0","***","0.0113618100815073","0.945269749839697","n.s.","0.523950299716421","0.000618577246283669","***","0.462739614152521","0.00301506703892218","**","0.265353747481548","0.102545612263524","n.s.","-0.461972902504717","0.00306999947965277","**","-0.0616913195828908","0.709086536830347","n.s."
"DON","-0.158792363643225","0.334275125061195","n.s.","-0.591906860561133","7.2186605119606e-05","***","-0.579030047632102","0.000112506203709077","***","0.445718566084068","0.00445917110008587","**","0.37324495364212","0.0192651136649451","*","0.428239926975314","0.00653311053518268","**","0.532274195883103","0.000487041650659492","***","-0.574079713841729","0.000132781114490393","***","-0.754054443498344","2.98351718636195e-08","***","-0.355016359433364","0.0265724227406519","*","0.0501490531448424","0.771465881247524","n.s.","0.089341630050226","0.593749807727866","n.s.","-0.0516301949856881","0.758201470713728","n.s.","0.0673704769109815","0.683638273061078","n.s.","0.0222480785524282","0.893058403736786","n.s.","-0.728748289866139","1.44012857256063e-07","***","0.441533893500436","0.0055189530200801","**","0.408836389875653","0.0108182684605314","*","0.509658496057102","0.00108174443159736","**","0.509658588995635","0.00108174177279285","**","-0.0402013113935176","0.80801548216708","n.s.","-0.470254651923922","0.00252049860255615","**","0.483201131760396","0.00183351823931699","**","-0.49266674921049","0.00144144463129858","**","0.541242908041932","0.000373814951254214","***","0.543332530539307","0.000351090729158399","***","-0.455531587246115","0.00356710618123951","**","-0.434159853599069","0.00575300961431269","**","-0.200391547563753","0.221260968632698","n.s.","0.504747298649196","0.00104964903979932","**","0.37923619549652","0.0172666686672867","*","0.211897400506068","0.195317358771657","n.s.","0.439812055806064","0.00508466573574906","**","-0.517510630162801","0.000741162412369362","***","-0.456359812439333","0.0034994917435993","**","0.483514451643","0.00210307283927524","**","0.339590979267975","0.0369887968235225","*","0.161625967500447","0.368866555718349","n.s.","-0.0345660157769487","0.834523387839588","n.s.","-0.46545561771004","0.00282732552224381","**","-0.726791400441584","1.61480998020072e-07","***","-0.0291275978446816","0.860277654171959","n.s.","0.0327804798275968","0.842961608960409","n.s.","0.0113618100815073","0.945269749839697","n.s.","1","0","***","-0.54901835308276","0.000295391574078928","***","-0.269497499896894","0.0970934679972044",".","0.399246713239701","0.011807173519518","*","0.325045061559377","0.0434811557631023","*","-0.382694710596535","0.0161945395642564","*"
"MN.litter","0.126463348098696","0.442988896182974","n.s.","0.76125302300189","1.84152129101278e-08","***","0.705616216426474","5.25331540490726e-07","***","0.137908438490994","0.402464272960938","n.s.","0.187356429010765","0.253403424186764","n.s.","-0.730757900939213","1.27908111992101e-07","***","-0.676225098274147","2.30188252302814e-06","***","0.739662714273191","7.46623411984615e-08","***","0.431847783054075","0.00604753072850195","**","0.433478748170749","0.00583845518433557","**","0.22104844321095","0.195120448097249","n.s.","0.510199409076596","0.00106636748208033","**","-0.414901473721121","0.00959470068572572","**","0.53506525078702","0.00044889956047145","***","0.553195931949227","0.000259666532637981","***","0.708562872073431","4.4857177305957e-07","***","0.185554309157625","0.264703218090149","n.s.","0.195674746499983","0.239055989435458","n.s.","0.0043462025183107","0.9793395755602","n.s.","0.00434614790433463","0.979339835121595","n.s.","0.4095559373565","0.0096216371304163","**","0.747528361028517","4.55671682608738e-08","***","-0.783734046545976","3.63813160146218e-09","***","0.823742976785127","1.18991927422485e-10","***","-0.766028663984473","1.32463257671027e-08","***","-0.780053361973534","4.80570319611031e-09","***","0.713350852353182","3.45592549466645e-07","***","0.459622218765438","0.00324390729516866","**","0.452268382215991","0.00384471487950555","**","-0.209146672881379","0.201315677866822","n.s.","-0.620720549362154","2.48915194924698e-05","***","-0.0351988409265656","0.831537063523123","n.s.","-0.510122775078234","0.000908047391232325","***","0.863626395169638","1.47570844433176e-12","***","0.484131679956428","0.00179120088316265","**","-0.579162832577533","0.000139107678391519","***","-0.461998454345573","0.0035002703807693","**","-0.0844400533109256","0.640354240251055","n.s.","-0.192981562055726","0.239170384066947","n.s.","0.759588575287798","2.06192003471273e-08","***","0.549108008120371","0.000294580769572228","***","0.387462978546181","0.0148087684074607","*","0.525986685410303","0.000583766261807783","***","0.523950299716421","0.000618577246283669","***","-0.54901835308276","0.000295391574078928","***","1","0","***","0.74953879623743","4.00485478113666e-08","***","-0.0148246554872105","0.928626835344077","n.s.","-0.655762876171974","5.85820143465168e-06","***","0.190357731717796","0.245740562401647","n.s."
